url,lastName,firstName,currentTitle,currentLocation,connectionCounts,eduSchool,eduStartDate,eduEndDate,eduField,eduDegree,job1Company,job1StartDate,job1EndDate,job1Title,job1Location,job2Company,job2StartDate,job2EndDate,job2Title,job2Location,job3Company,job3StartDate,job3EndDate,job3Title,job3Location
xxx,xxx,xxx,"Analyst, Data Analytics at Carat USA","New York, New York",223,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Bosch Rexroth,2012.6,2012.7,HR Intern,"   Shanghai City, China",Institute for Mathematics and its Applications and Macalester College,2014.6,2014.7,Research Intern,"   Minneapolis, MN","Department of Statistics, Columbia University",2015.12,2016.12,MA Student Representative for 2016,
xxx,xxx,xxx,Strategic Analyst at IRI,"Chicago, Illinois",339,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),RBA Insurance Pvt. Ltd.,2014.6,2014.7,Statistical Analyst,"   Agra Area, India",Columbia University in the City of New York,2015.11,2016.5,Analyst,Greater New York City Area,Rico Auto Industries Ltd,2015.6,2015.8,Consultant Intern,"   Gurgaon, India"
xxx,xxx,xxx,Financial Analyst at Balbec Capital LP,"Alpharetta, Georgia",153,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,Inspur Worldwide Services,2014.6,2014.8,Data Analyst Intern,"   Chengdu, Sichuan, China",Columbia University in the City of New York,2014.8,2015.12,MA in Statistics,Greater New York City Area,Balbec Capital LP,2015.11,2015.12,Data Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Master Student in  Statistics at Columbia University,Greater New York City Area,440,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Bureau of Statistics,2015.7,2015.8,Data Analyst Intern,"   Jiangsu, China",Nielsen,2015.9,2015.12,Project Assistant,"   Guangzhou, Guangdong, China",Columbia University in the City of New York,2017.2,present,TA/Grader,"   New York, New York"
xxx,xxx,xxx,Senior Researcher at Sema4,"New York, New York",6,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Bank of China,2013.6,2013.9,Intern,"   Tianjin City, China",Bureau of Statistics of Tianjin,2014.7,2014.8,Intern,"   Tianjin City, China","Bohai Property Insurance Co., Ltd.",2015.7,2015.9,Intern,"   Tianjin City, China"
xxx,xxx,xxx,Student at Columbia University in the City of New York,"Los Angeles, California",200,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),PLK2 Associates Inc.,2011.6,2011.8,IT Helpdesk,"   El Cerrito, CA",,NA,,,,,NA,,,
xxx,xxx,xxx,"M.A. in Statistics, Columbia University","New York, New York",72,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,China Construction Bank,2013.7,2013.9,Intern,"   Wuhan, Hubei, China","Changjiang Securities Co., Ltd",2014.8,2014.9,Intern,"   Wuhan, Hubei, China","KDS Global, LLC.",2016.6,2016.8,Financial Analyst Intern,"   San Jose, CA"
xxx,xxx,xxx,Senior Data Analyst (Operational Risk Management) at Capital One,Greater New York City Area,500,Columbia University in the City of New York,2016,2017,Statistics (Data Science focus),Master???€??s Degree,Private Tutor,2014.1,2016.6,Private Statistics Tutor,"   Santa Barbara, California Area",UCSB Statistics Department,2015.8,2016.8,Statistical Research Assistant,UCSB South Hall,Santa Barbara Actuaries. Inc,2016.4,2016.7,Actuarial/Statistical Analyst Intern,"   Santa Barbara, California Area"
xxx,xxx,xxx,Analyst at J.P. Morgan,Greater New York City Area,386,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,BlackRock,2015.6,2015.8,Summer Analyst,San Francisco Bay Area,J.P. Morgan,2016.2,present,Analyst,Greater New York City Area,,NA,,,
xxx,xxx,xxx,Associate Data Scientist at KnowSun Data Consulting,Greater New York City Area,500,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts (M.A.),New Oriental Education &amp; Technology Group (NYSE:EDU),2012.5,2012.8,IELTS Teaching Assistant,"   Shanghai City, China",Andrew Education Center,2012.7,2012.8,A-Level Math and Statistics Teacher,"   Shanghai City, China",China Pacific Insurance Company,2013.5,2013.8,Financial Analyst,"   Zhejiang, China"
xxx,xxx,xxx,Graduate Student at Columbia University,Greater New York City Area,500,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Silicon Valley Innovation Academy (SVIA),2015.6,2015.8,Entrepreneur,"   Stanford, CA",University of Illinois at Urbana-Champaign,2015.8,2015.1,Research Assistant,United States,McKinsey &amp; Company,2016.6,2016.8,Part Time Assistant,Greater China
xxx,xxx,xxx,Data Scientist,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Columbia University in the City of New York,2016.5,2017.2,Student Mentor,,Columbia University in the City of New York,2016.6,2016.12,Research Assistant,,Columbia University in the City of New York,2016.9,2016.12,Teaching Assistant,
xxx,xxx,xxx,M.A. Student at Columbia University,Greater New York City Area,210,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,SenseTime Group Limited,2016.2,2016.8,Computer Vision Researcher (Intern),Hong Kong,Alibaba.com,2017.6,2017.8,Machine Learning Engineer (Intern),"   Hangzhou, Zhejiang, China",,NA,,,
xxx,xxx,xxx,M.A. Statistics at Columbia University,Greater New York City Area,192,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Industrial and Commercial Bank of China,2014.7,2014.9,Credit Risk Intern,"   Wuhu, Anhui, China",China Minsheng Banking Corp.ltd,2015.7,2015.8,Credit Risk Intern,"   Hefei, Anhui, China",JD.COM,2016.3,2016.5,Content Development Intern,"   Beijing City, China"
xxx,xxx,xxx,MA in Statistics Student at Columbia University,"New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master of Art,English Salon Magazine,2012.9,2013.2,Sales Representative,"   Chengdu, Sichuan, China",Wisconsin Union,2013.11,2015.5,Student Supervisor,"   Madison, Wisconsin Area",China Life Insurance Co.Ltd,2015.6,2015.8,Actuarial Intern,"   Beijing City, China"
xxx,xxx,xxx,Quantitative Analyst at ITG,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,KPMG China,2014.7,2014.8,Auditing Intern,"   Beijing City, China",NewChama Financial Technology,2015.6,2015.8,Data Analyst Intern,"   Shanghai City, China",Citizens Crime Commission of New York City,2016.1,2016.12,Machine Learning Intern,Greater New York City Area
xxx,xxx,xxx,"A skilled and enthusiastic data scientist, Student at Columbia University in the City of New York","New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s degree,"CITIBANK (CHINA) CO., LTD",2014.8,2014.9,Summer Intern,"   Beijing City, China",Snapwiz Inc.,2016.6,2016.8,Data Science Intern,"   Fremont, CA",Loadsmart,2017.3,present,Data Scientist,39 Wooster St.
xxx,xxx,xxx,Programmer Analyst at New York-Presbyterian Hospital,"Salt Lake City, Utah",130,Columbia University in the City of New York,2017,2019,Statistics,Master&#39;s degree,Brigham Young University,2009.8,2015.4,Student,,AdvisX,2015.4,2016.6,Data Analyst,"   Provo, Utah Area",New York-Presbyterian Hospital,2016.6,present,Programmer Analyst,Greater New York City Area
xxx,xxx,xxx,Data Science Statistical Analyst at IRI,Greater Chicago Area,500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,Shanghai Advanced Institute of Finance at SJTU,2012.9,2012.12,Research Assistant - Data Analyst,"   Shanghai City, China","Royal Canin China, a division of Mars Inc.",2013.5,2013.8,Database Intern,"   Shanghai City, China",Scopio,2015.5,2015.9,Data Visualization/Statistics Intern,Greater New York City Area
xxx,xxx,xxx,Student at Zhejiang Gongshang University,Greater New York City Area,313,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),??????????????????????????????????????????,2013.6,2013.7,Intern in General Statistical Department,"   Changshu,Suzhou,China",China construction Bank,2015.7,2015.9,Intern Bank Teller,"   Changshu,Suzhou,China",,NA,,,
xxx,xxx,xxx,Student at Columbia University in the City of New York,San Francisco Bay Area,92,Columbia University in the City of New York,2015,2017,Statistics,Master???€??s Degree,Rathbone Brothers Plc,2014.7,2014.8,Research Analyst Intern,"   London, United Kingdom",,NA,,,,,NA,,,
xxx,xxx,xxx,Software Development Engineer at Amazon,"Seattle, Washington",500,Columbia University in the City of New York,2016,2017,Statistics,Master&#39;s degree,National Bureau of Statistics of China,2015.7,2015.8,Data Analyst Intern,"   Hangzhou, Zhejiang, China",Department of Commerce of Zhejiang Province,2015.8,2015.8,Database Developer Intern,"   Hangzhou, Zhejiang, China",BRdata Software Solutions,2016.1,2016.8,Software Developer (full-time),Greater New York City Area
xxx,xxx,xxx,Senior Quantitative Analyst in Capital One,"Jersey City, New Jersey",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Superkids Nutrition,2016.1,2016.4,Business Analyst Intern,Greater New York City Area,IBM,2016.6,2016.8,Data Scientist Intern,Shanghai,Columbia University in the City of New York,2016.9,2016.12,Grader,Greater New York City Area
xxx,xxx,xxx,Analytics Consultant II at EXL,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),TMF Group,2014.6,2014.8,Business Development Intern,"   Shanghai City, China",Columbia University in the City of New York,2016.3,2016.6,Statistics Consultant at ISERP,Greater New York City Area,JETZY,2016.7,2016.8,Marketing Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Risk Analyst at JPMorgan Chase &amp; Co.,"Jersey City, New Jersey",217,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (MA),Kun Zhi Yuan Investment Company LTD.,2013.5,2013.8,Financial Analyst,Wuhan,University of WIsconsin Maidon,2013.9,2014.5,Research Assistant,"   Madison, Wisconsin Area",MacroStat Inc.,2014.5,2015.8,SAS programmer Intern,"   Shanghai City, China"
xxx,xxx,xxx,"Investment Analyst at Portfolio Analytics Group, BlackRock","New York, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s degree,Bank of Communications Limited,2012.6,2012.7,Commercial Banking Intern,Hong Kong,City University of Hong Kong,2012.8,2012.9,Research Assistant,Hong Kong,Trexquant Investment LP,2015.3,2015.5,Alpha Research Trainee,
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",495,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s degree,HSBC,2012.2,2012.5,Data Analyst Intern,"   Shanghai City, China","The Bank of East Asia, Limited",2013.6,2013.9,Risk Management Trainee,"   Shanghai City, China",Fosun Group,2014.1,2014.2,Investment Analyst Intern,"   Shanghai City, China"
xxx,xxx,xxx,Senior Analyst at Deutsche Bank | CFA level 2 candidate,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Bank of China,2014.7,2014.9,Wealth Management Intern,"   Changchun, Jilin, China",Industrial and Commercial Bank of China,2015.5,2015.8,Credit Risk Management Intern,"   Changchun, Jilin, China",JETZY,2016.7,2016.9,Digital Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Quantitative Researcher at Two Sigma,"New York, New York",240,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (MA),Deutsche Bank,2007.1,2008.3,Intern,,TU Dresden,2011.4,2012.2,Research Associate,,Columbia University in the City of New York,2014.1,2014.7,Lecturer,
xxx,xxx,xxx,Summer Intern at MIAC - Mortgage Industry Advisory Corporation,"New York, New York",49,Columbia University Graduate School of Arts and Sciences,2016,2017,Statistics,Master of Arts (M.A.),Industrial and Commercial Bank of China,2014.5,2014.7,Summer Intern,"   Nanjing, Jiangsu, China",China UnionPay,2015.12,2016.7,accountant &amp; data analyst,"   Nanjing, Jiangsu, China",EY,2015.8,2015.12,Assurance Staff,"   Shanghai City, China"
xxx,xxx,xxx,Data Scientist at Dotdash (formerly About.com),"New York, New York",500,Columbia University in the City of New York,2016,2017,"   Statistics (Concentration: Computer Science, Data Science)",Master of Arts (M.A.),Fidelity Investments,2014.6,2015.6,Analyst,Texas,TraverseIQ,2016.2,2016.8,Data Science Intern,"   New York, New York",Uber,2016.9,2016.12,Operations and Analytics - Graduate Intern,Southeast Asia
xxx,xxx,xxx,Senior Risk Analyst,"New York, New York",500,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts (M.A.),Shenzhen Development Bank,2012.7,2012.8,Loans Department Intern,"   Beijing City, China",HSBC,2014.5,2015.6,Business Operations Analyst,"   Beijing City, China",Deloitte,2016.7,2016.8,Marketing Risk Analyst,"   Beijing City, China"
xxx,xxx,xxx,Associate at JPMorgan Chase &amp;  Co.,"Columbus, Ohio Area",478,Columbia University in the City of New York,2014,2015,Statistics,Master???€??s Degree,HMS,2016.7,present,HMS,"   Columbus, Ohio Area",JPMorgan Chase &amp; Co.,2017.9,present,Associate,"   Columbus, Ohio Area",,NA,,,
xxx,xxx,xxx,Statistics M.A. Student in Columbia University,"New York, New York",166,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Shanghai Advanced Institute of Finance,2015.3,2015.8,Research Assistant Intern,"   Shanghai, China",Columbia University in the City of New York,2016.1,2016.5,Grader,"   New York, NY",NYC Department of Finance,2016.6,2016.8,Data Analyst Intern,"   New York, NY"
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",77,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,"China Merchants Securities Co., Ltd.",2015.1,2015.2,Investment Advisor Assistant,"   Shanghai City, China",China Construction Bank,2015.7,2015.9,Risk Control Department Intern,"   Yiwu, China",NOAH HOLDINGS,2016.2,2016.5,Quantitative Research Intern,"   Shanghai City, China"
xxx,xxx,xxx,Columbia University,"New York, New York",325,Columbia University in the City of New York,2016,2017.12,Statistics,Master of Arts - MA,EY,2014.12,2015.1,Audit Intern,Nanjing,Nanjing Youth Olympic Games Organizing Committee,2014.6,2014.7,Director Assistant,"   Nanjing, Jiangsu, China",Shanghai CFETS-ICAP International Money Banking Co. Ltd.,2015.6,2015.7,Trainee Broker,"   Shanghai City, China"
xxx,xxx,xxx,"Data Scientist at DeepMacro, LLC","New York, New York",500,Columbia University in the City of New York,2014,2016,Statistics,Master of Arts (M.A.),Columbia University in the City of New York,2015.2,2016.2,Teaching Assistant,Greater New York City Area,Columbia University in the City of New York,2016.2,present,Research Assistant,Greater New York City Area,Columbia Business School,2016.3,2016.9,Research Assistant,Greater New York City Area
xxx,xxx,xxx,Data Scientist at MATRiX ANALYTiCS CORPORATION,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Essex Lake Group,2013.8,2013.1,Intern,"   Shanghai City, China",MATRiX ANALYTiCS CORPORATION,2017.1,present,Data Scientist,,,NA,,,
xxx,xxx,xxx,M.A. Statistics Candidate at Columbia University in New York City,"New York, New York",77,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),"Pingan Bank Co., Ltd",2015.7,2015.1,Data Analyst,"   Shenzhen, Guangdong, China",,NA,,,,,NA,,,
xxx,xxx,xxx,MA in Statistics at Columbia University,"New York, New York",307,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Agricultural Bank of China,2015.7,2015.8,Client Coverage Intern,"   Chengdu, Sichuan, China",Jintai Insurance,2016.5,2016.7,Actuarial Intern,"   Chengdu, Sichuan, China",National Taiwan University,2016.7,2016.8,Lab Researcher,"   Taipei City, Taiwan"
xxx,xxx,xxx,"Fraud Data Analyst at Acumen, LLC",San Francisco Bay Area,344,Columbia University,2014,2015,Statistics,MA,National Microorganism Key Laboratory,2013.11,2014.5,RA,"   Chengdu, Sichuan, China",Chinese Academy of Sciences,2013.6,2013.9,Intern data analyst,"   Shanghai City, China",China Merchants Bank Beijing Branch,2014.6,2014.9,Intern,Beijing
xxx,xxx,xxx,Master in statistics in Columbia University at City of New York,"Fort Lee, New Jersey",39,Columbia University in the City of New York,2016,2017,"   Statistics, Data Science, Machine Learning",Master of Statistics,University of Waterloo,2015.1,2015.8,Grader,"   Waterloo, ON",Tianjin Lian Bao Actuarial Consultants Ltd,2015.9,2015.1,Actuarial Consultant Intern,"   Tianjin City, China",Lynx Analytics,2016.1,2017.5,Data Science Intern,New York
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",97,Columbia University in the City of New York,2017,2018,Statistics,Master&#39;s degree,"California State University, Chico",2016.5,2017.5,Research Assistant,"   Chico, California Area","California State University, Chico",2016.6,2016.8,Statistical Consultant,"   Chico, California Area","California State University, Chico",2016.8,2017.5,Teaching Assistant,"   Chico, California Area"
xxx,xxx,xxx,Actively looking for  2018 full-time Data Scientist positions,"New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),New Oriental Education &amp; Technology Group,2015.12,2016.1,Teaching Assistant,"   Beijing City, China",Microsoft,2016.3,2016.6,Data Analyst Intern,"   Beijing City, China",Advise Technologies,2017.7,2017.8,Data Analyst Intern,New York
xxx,xxx,xxx,Statistical Analyst,"New York, New York",155,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Deloitte,2013.12,2014.2,"   Financial Consultant, Intern","   Beijing City, China","Ping An Insurance Company of China, Ltd",2014.6,2014.9,"   Risk Analyst, Intern","   Beijing City, China",Bank of China,2015.6,2015.9,"   Data Analyst, Intern","   Beijing City, China"
xxx,xxx,xxx,Senior Consultant at Advanced Analytical Consulting Group,"Boston, Massachusetts",500,Columbia University in the City of New York,2013,2015,Statistics,Master&#39;s Degree,China Construction Bank,2013.6,2013.8,Summer Analyst,"   Beijing City, China",Boeing,2014.7,2014.8,Summer Strategy Analyst,"   Beijing City, China",John Hancock Financial Services,2014.9,2015.5,Financial Advisory Analyst,Greater New York City Area
xxx,xxx,xxx,Graduate Student - Master of Art in Statistics at Columbia University in the City of New York,"New York, New York",143,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,Rutgers University - New Brunswick,2016.1,2016.5,Researcher,New Jersey,Rutgers University - New Brunswick,2016.8,2016.12,Researcher,New Jersey,Columbia University GSAS Department of Statistics,2017.1,present,Student Representative,Greater New York City Area
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",500,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts (M.A.),HSBC,2013.12,2014.2,Premier Banker Intern,China,Georgia Department of Labor,2013.6,2013.8,Data Analyst Intern,"   Atlanta, Georgia",University of Science and Technology of China,2014.5,2014.6,Research Assistant,China
xxx,xxx,xxx,--,"New York, New York",65,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Bureau of Statistics??????China?????? Shanxi,2013.8,2013.9,intern,"   Taiyuan, Shanxi, China",????????????????????????????????????,2014.12,2015.2,Research Intern,"   Taiyuan, Shanxi, China","Data Research and Monitoring Center, China Shanxi",2014.7,2014.8,Intern,"   Taiyuan, Shanxi, China"
xxx,xxx,xxx,Senior Model Validator at Bank of Hope,Greater Los Angeles Area,500,Columbia University in the City of New York,2015,2017,Statistics,Master???€??s Degree,Kgoquant Investment Training Camp,2013.11,2014.5,Trainee,"   Beijing City, China",CHINA CITIC BANK,2014.9,2014.9,Internship,"   Beijing City, China",Chinese Academy of Sciences,2014.9,2014.11,Research Assistant,"   Beijing City, China"
xxx,xxx,xxx,Quant at OTCFin,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Oriza Holdings,2014.8,2014.9,Investment Research Summer Assistant,"   Suzhou, Jiangsu, China",Aithon Capital,2016.1,2016.12,Research Analyst Intern,New York,JB Drax Honore,2016.6,2016.8,Derivatives Analysis &amp; Modelling Summer Intern,New York
xxx,xxx,xxx,"Hello, world!","New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Entropy Technology,2016.5,2016.12,Data Scientist Intern,Greater New York City Area,Enodo Inc,2017.5,present,Data Engineer,Greater Chicago Area,,NA,,,
xxx,xxx,xxx,"grader - Department of Statistics, Columbia University","New York, New York",273,Columbia University,2016,2017,Statistics,Master of Arts (M.A.),Bureau of Statistics in Wuhan: National Economic Accounting Department,2014.6,2014.7,Intern,"   Wuhan, China",Bank of China: Risk Control Department,2015.7,2015.8,Intern,"   Wuhan, China","Department of Statistics, Columbia University",2017.2,2017.5,Grader,New York
xxx,xxx,xxx,Student at Columbia University in the City of New York,Greater New York City Area,206,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s degree,Xiamen University,2011.9,2015.6,Student,"   Xiamen, Fujian, China",Columbia University in the City of New York,2015.9,2016.12,Student,Greater New York City Area,SafeRock,2016.9,2016.11,Statistical Analyst,Greater New York City Area
xxx,xxx,xxx,Portfolio Management Analyst at AQR Capital Management,Greater New York City Area,500,Columbia University in the City of New York,2016,2018,Statistics,Master of Arts (M.A.),Columbia University in the City of New York,2012.12,2015.1,Research Assistant and Programmer,"   New York, NY",Optiver,2015.6,2015.8,Trading Intern,"   Chicago, IL",OnDeck,2016.6,2017.8,Risk Data Scientist,"   New York, NY"
xxx,xxx,xxx,Senior Data Analyst at Capital One,"New York, New York",343,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (M.A.),Greenlake Capital LLC,2015.3,2015.7,NLP-Machine Learning Analyst Intern,Greater New York City Area,Trusted Insight,2015.7,2017.3,Data Analyst,,Capital One,2017.3,present,Senior Data Analyst??????Commercial Digital Innovation,Greater New York City Area
xxx,xxx,xxx,"Data Support Analyst at Novus Partners, Inc.","New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),RubinHaney Capital Management,2016.5,2016.8,Hedge Fund Investment Research Intern,Greater New York City Area,"Novus Partners, Inc.",2017.2,present,Data Support Analyst,Greater New York City Area,,NA,,,
xxx,xxx,xxx,M.A candidate at Columbia University,Greater New York City Area,125,Columbia University in the City of New York,2016,2017.12,Statistics,Master???€??s Degree,New Oriental Education &amp; Technology Group,2013.5,2013.8,Intern,"   Wuhan, Hubei, China",Stony Brook University,2014.9,2014.12,Teaching Assistant,United States,Bank of Communications Limited,2015.6,2015.6,Intern,"   Wuhan, Hubei, China"
xxx,xxx,xxx,Graduate in Statistics at Columbia University,Greater New York City Area,249,Columbia University Graduate School of Arts and Sciences,2016,2017,statistics,Master of Arts (M.A.),Bank of China,2014.7,2014.8,Intern in the Bank of China,"   Wuhan,Hubei",People???€??s Bank of China,2015.6,2015.8,Intern in Money Management Department,"   Xianning,Hubei",Zeamo,2017.6,present,Data Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Seeking full time position of  quantitative analyst in financial service industry,"New York, New York",368,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,"China Cinda Asset Management Co., Ltd",2015.6,2015.7,Merger &amp; Acquisition Intern,,AsiaAnalytics (formerly SPSS China),2015.7,2015.9,Analytics Consultant,"   Shanghai City, China",Standard Chartered Bank,2016.7,2016.9,Management Trainee at CIB department,
xxx,xxx,xxx,Market Data Production Associate,Greater New York City Area,498,Columbia University in the City of New York,2014,2015,statistics,Master of Arts (MA),SHOO-IN,2015.3,2015.6,Business Development Intern,Greater New York City Area,Columbia University in the City of New York,2015.3,2015.5,Comparison of Garch Model Prediction under Normal Distribution and Student t-distribution project,,The AAT Project (America???€??s Amazing Teens),2015.7,2015.9,Database Administrator Intern,Greater New York City Area
xxx,xxx,xxx,Data Engineer at Takt,"New York, New York",153,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s Degree,Clarkson University,2013.1,2015.5,Differential Equations Teaching Assistant,"   Potsdam, NY",Clarkson University,2015.5,2015.8,Research Assistant,"   Potsdam, NY",Columbia Business School,2015.9,2016.4,Research Assistant,Greater New York City Area
xxx,xxx,xxx,MA in Statistics at Columbia University; Actively seeking full-time opportunities; Able to relocate,Greater New York City Area,77,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts (MA),China University of Geosciences,2014.6,2014.7,Research Assistant,"   Beijing City, China",China Minsheng Banking Corp.ltd,2014.7,2014.9,Risk Analyst,China,CHINA CITIC BANK,2015.5,2015.8,Data and Financial Analyst,China
xxx,xxx,xxx,Data Scientist at CWC- MA in Statistics at Columbia U,"New York, New York",287,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,HSBC Mexico,2011.2,2013.2,Credit Risk Analyst,"   Ciudad de M????xico y alrededores, M????xico",HSBC Mexico,2013.3,2013.12,Risk Strategy: Stress Testing Coordinator.,"   Ciudad de M????xico y alrededores, M????xico",HSBC Holdings (HQ: London),2014.1,2015.7,Senior Credit Risk Analyst,"   8 Canda Square, London"
xxx,xxx,xxx,MA at Columbia University in the City of New York,"New York, New York",275,Columbia University,2013,2014,Statistics,MA,Citibank (China),2012.11,2013.4,Intern,,Shanghai University of Finance and Economics,2012.5,2013.5,Research Assistant,,MTA,2015.6,2016.9,Transit Management Analyst,
xxx,xxx,xxx,Data Scientist at Verizon Wireless,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s degree,Lighter Capital,2016.6,2016.9,Data Scientist,seattle,Verizon Wireless,2017.4,present,Data Scientist,"   Warren, New Jersey",,NA,,,
xxx,xxx,xxx,Columbia MA Statistics student. Looking for 2018 Summer Quantitative Internship.,"New York, New York",60,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts (M.A.),HSBC,2015.7,2015.8,Summer Analyst,,Guosen Securities,2016.1,2016.2,Quantitative Investment Assistant,,CICC,2016.6,2016.8,Quantitative Trading Research Intern,Beijing
xxx,xxx,xxx,"Hands-on experience in statistical modeling, machine learning and data cleaning. Seeking a full-time data science job.",Greater New York City Area,50,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,China Construction Bank,2014.6,2014.8,Information Technology Client Service Intern,"   Jinan, Shandong, China",Qilu University of Technology,2014.8,2015.8,Research Assistant,"   Jinan, Shandong, China",Columbia University in the City of New York,2017.1,2017.12,Teaching Assistant: Linear regression/Time Series,Greater New York City Area
xxx,xxx,xxx,Business Analyst at McKinsey &amp; Company,"New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (MA),Columbia University in the City of New York,2015.6,2015.8,Research Assistant for Prof. Serena Ng,Greater New York City Area,Rothschild,2016.6,2016.8,Investment Banking Summer Analyst,"   New York, New York",Columbia University in the City of New York,2017.1,2017.5,Teaching Assistant,Greater New York City Area
xxx,xxx,xxx,"Data Scientist at CONTROLTEC, LLC","Allen Park, Michigan",295,Columbia University in the City of New York,2015,present,Statistics,Master of Arts (MA),HKUST,2010.9,2012.8,Teaching Assistant,,Columbia University in the City of New York,2016.1,2016.12,Grader,,Lucy,2016.1,2016.12,Data Science Intern,"   315 west, 36th street, New York, NY, 10018"
xxx,xxx,xxx,Data Scientist at Groupon,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),University of Minnesota,2015.2,2015.5,Student Consultant,Greater Minneapolis-St. Paul Area,Industrial and Commercial Bank of China,2015.6,2015.8,Summer Analyst,"   Taiyuan, Shanxi, China","Blue Water Satellite, Inc.",2016.7,2016.9,Data Analyst,Toledo
xxx,xxx,xxx,Data Scientist at Amazon,Greater Seattle Area,500,Columbia University in the City of New York,2015,2017,Statistics,Master???€??s Degree,The Walt Disney Company,2013.6,2014.11,National Marketing Strategy Coordinator,"   Orlando, Florida Area",United Nations,2016.1,2016.5,"   Strategy, Analytics &amp; Business Intelligence Intern",Greater New York City Area,Columbia University in the City of New York,2016.1,2016.12,Statistical Inference Course Grader,Greater New York City Area
xxx,xxx,xxx,M.A. Statistics Student at Columbia University,"New York, New York",198,Columbia University in the City of New York,2016,2017.12,Statistics,Master of Arts (M.A.),Haitong Securities,2015.7,2015.8,Intern at Equity Investment Department,"   Shanghai City, China",SFL Scientific,2017.8,2017.1,Data Scientest Intern,,Columbia University in the City of New York,2017.9,2017.12,Teaching Assistant,Greater New York City Area
