ST,STATE,OCC_TITLE,A_MEAN
ME,Maine,Dental Hygienists,65540
ME,Maine,Cardiovascular Technologists and Technicians,56090
ME,Maine,Diagnostic Medical Sonographers,70920
ME,Maine,Nuclear Medicine Technologists,75530
ME,Maine,Radiologic Technologists,56420
ME,Maine,Magnetic Resonance Imaging Technologists,72170
ME,Maine,Emergency Medical Technicians and Paramedics,32630
ME,Maine,Dietetic Technicians,30250
ME,Maine,Pharmacy Technicians,29480
ME,Maine,Psychiatric Technicians,29490
ME,Maine,Respiratory Therapy Technicians,45490
ME,Maine,Surgical Technologists,43560
ME,Maine,Veterinary Technologists and Technicians,32930
ME,Maine,Ophthalmic Medical Technicians,37440
ME,Maine,Licensed Practical and Licensed Vocational Nurses,41750
ME,Maine,Medical Records and Health Information Technicians,34910
ME,Maine,"Opticians, Dispensing",33210
ME,Maine,Orthotists and Prosthetists,59560
ME,Maine,"Health Technologists and Technicians, All Other",49990
ME,Maine,Occupational Health and Safety Specialists,61800
ME,Maine,Occupational Health and Safety Technicians,44280
ME,Maine,Athletic Trainers,43490
ME,Maine,"Healthcare Practitioners and Technical Workers, All Other",75790
ME,Maine,Healthcare Support Occupations,27680
ME,Maine,Home Health Aides,23780
ME,Maine,Psychiatric Aides,23590
ME,Maine,Nursing Assistants,24720
ME,Maine,Orderlies,25290
ME,Maine,Occupational Therapy Assistants,47510
ME,Maine,Physical Therapist Assistants,50730
ME,Maine,Physical Therapist Aides,25780
ME,Maine,Massage Therapists,48630
ME,Maine,Dental Assistants,38210
ME,Maine,Medical Assistants,31400
ME,Maine,Medical Equipment Preparers,31420
ME,Maine,Medical Transcriptionists,34300
ME,Maine,Pharmacy Aides,20980
ME,Maine,Veterinary Assistants and Laboratory Animal Caretakers,29210
ME,Maine,Phlebotomists,28800
ME,Maine,"Healthcare Support Workers, All Other",32870
ME,Maine,Protective Service Occupations,38120
ME,Maine,First-Line Supervisors of Correctional Officers,45410
ME,Maine,First-Line Supervisors of Police and Detectives,62360
ME,Maine,First-Line Supervisors of Fire Fighting and Prevention Workers,54580
ME,Maine,"First-Line Supervisors of Protective Service Workers, All Other",46930
ME,Maine,Firefighters,34000
ME,Maine,Fire Inspectors and Investigators,43180
ME,Maine,Forest Fire Inspectors and Prevention Specialists,45810
ME,Maine,Bailiffs,33060
ME,Maine,Correctional Officers and Jailers,36650
ME,Maine,Detectives and Criminal Investigators,66180
ME,Maine,Fish and Game Wardens,44460
ME,Maine,Parking Enforcement Workers,29860
ME,Maine,Police and Sheriff's Patrol Officers,43270
ME,Maine,Animal Control Workers,22860
ME,Maine,Security Guards,26270
ME,Maine,Crossing Guards,19530
ME,Maine,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",20400
ME,Maine,Transportation Security Screeners,37720
ME,Maine,"Protective Service Workers, All Other",33960
ME,Maine,Food Preparation and Serving Related Occupations,22130
ME,Maine,Chefs and Head Cooks,41750
ME,Maine,First-Line Supervisors of Food Preparation and Serving Workers,31270
ME,Maine,"Cooks, Fast Food",19380
ME,Maine,"Cooks, Institution and Cafeteria",26790
ME,Maine,"Cooks, Restaurant",24830
ME,Maine,"Cooks, Short Order",20710
ME,Maine,"Cooks, All Other",26590
ME,Maine,Food Preparation Workers,22350
ME,Maine,Bartenders,21790
ME,Maine,"Combined Food Preparation and Serving Workers, Including Fast Food",19020
ME,Maine,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",18210
ME,Maine,Waiters and Waitresses,21700
ME,Maine,"Food Servers, Nonrestaurant",22040
ME,Maine,Dining Room and Cafeteria Attendants and Bartender Helpers,20390
ME,Maine,Dishwashers,18980
ME,Maine,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18820
ME,Maine,Building and Grounds Cleaning and Maintenance Occupations,26580
ME,Maine,First-Line Supervisors of Housekeeping and Janitorial Workers,38200
ME,Maine,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",45220
ME,Maine,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",26650
ME,Maine,Maids and Housekeeping Cleaners,20860
ME,Maine,Pest Control Workers,31930
ME,Maine,Landscaping and Groundskeeping Workers,28260
ME,Maine,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",32620
ME,Maine,Tree Trimmers and Pruners,34260
ME,Maine,"Grounds Maintenance Workers, All Other",22820
ME,Maine,Personal Care and Service Occupations,23370
ME,Maine,First-Line Supervisors of Personal Service Workers,34330
ME,Maine,Animal Trainers,23240
ME,Maine,Nonfarm Animal Caretakers,21630
ME,Maine,Motion Picture Projectionists,24200
ME,Maine,"Ushers, Lobby Attendants, and Ticket Takers",19760
ME,Maine,Amusement and Recreation Attendants,19940
ME,Maine,"Locker Room, Coatroom, and Dressing Room Attendants",17440
ME,Maine,Funeral Attendants,25760
ME,Maine,"Morticians, Undertakers, and Funeral Directors",53210
ME,Maine,"Hairdressers, Hairstylists, and Cosmetologists",25080
ME,Maine,Manicurists and Pedicurists,23210
ME,Maine,Skincare Specialists,32440
ME,Maine,Baggage Porters and Bellhops,18440
ME,Maine,Concierges,29420
ME,Maine,Tour Guides and Escorts,19730
ME,Maine,Childcare Workers,21290
ME,Maine,Personal Care Aides,21480
ME,Maine,Fitness Trainers and Aerobics Instructors,36950
ME,Maine,Recreation Workers,25050
ME,Maine,Residential Advisors,26780
ME,Maine,Sales and Related Occupations,31670
ME,Maine,First-Line Supervisors of Retail Sales Workers,38970
ME,Maine,First-Line Supervisors of Non-Retail Sales Workers,63920
ME,Maine,Cashiers,20110
ME,Maine,Gaming Change Persons and Booth Cashiers,22200
ME,Maine,Counter and Rental Clerks,25610
ME,Maine,Parts Salespersons,32820
ME,Maine,Retail Salespersons,25130
ME,Maine,Advertising Sales Agents,44100
ME,Maine,Insurance Sales Agents,56670
ME,Maine,"Securities, Commodities, and Financial Services Sales Agents",79440
ME,Maine,Travel Agents,35650
ME,Maine,"Sales Representatives, Services, All Other",57280
ME,Maine,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",78160
ME,Maine,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",57140
ME,Maine,Demonstrators and Product Promoters,31200
ME,Maine,Real Estate Brokers,51900
ME,Maine,Real Estate Sales Agents,38280
ME,Maine,Sales Engineers,80910
ME,Maine,Telemarketers,23920
ME,Maine,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",24790
ME,Maine,"Sales and Related Workers, All Other",25530
ME,Maine,Office and Administrative Support Occupations,33140
ME,Maine,First-Line Supervisors of Office and Administrative Support Workers,47040
ME,Maine,"Switchboard Operators, Including Answering Service",28090
ME,Maine,Bill and Account Collectors,33320
ME,Maine,Billing and Posting Clerks,33820
ME,Maine,"Bookkeeping, Accounting, and Auditing Clerks",35550
ME,Maine,Payroll and Timekeeping Clerks,38010
ME,Maine,Procurement Clerks,35450
ME,Maine,Tellers,25520
ME,Maine,"Financial Clerks, All Other",38710
ME,Maine,Brokerage Clerks,52880
ME,Maine,Correspondence Clerks,31080
ME,Maine,"Court, Municipal, and License Clerks",32420
ME,Maine,"Credit Authorizers, Checkers, and Clerks",45350
ME,Maine,Customer Service Representatives,33050
ME,Maine,"Eligibility Interviewers, Government Programs",36940
ME,Maine,File Clerks,28710
ME,Maine,"Hotel, Motel, and Resort Desk Clerks",23340
ME,Maine,"Interviewers, Except Eligibility and Loan",27700
ME,Maine,"Library Assistants, Clerical",24500
ME,Maine,Loan Interviewers and Clerks,32420
ME,Maine,New Accounts Clerks,32420
ME,Maine,Order Clerks,28950
ME,Maine,"Human Resources Assistants, Except Payroll and Timekeeping",35690
ME,Maine,Receptionists and Information Clerks,28010
ME,Maine,Reservation and Transportation Ticket Agents and Travel Clerks,27990
ME,Maine,"Information and Record Clerks, All Other",29020
ME,Maine,Cargo and Freight Agents,46590
ME,Maine,Couriers and Messengers,31060
ME,Maine,"Police, Fire, and Ambulance Dispatchers",37820
ME,Maine,"Dispatchers, Except Police, Fire, and Ambulance",39210
ME,Maine,"Meter Readers, Utilities",33720
ME,Maine,Postal Service Clerks,47970
ME,Maine,Postal Service Mail Carriers,49660
ME,Maine,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",42910
ME,Maine,"Production, Planning, and Expediting Clerks",51660
ME,Maine,"Shipping, Receiving, and Traffic Clerks",34120
ME,Maine,Stock Clerks and Order Fillers,24190
ME,Maine,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",25080
ME,Maine,Executive Secretaries and Executive Administrative Assistants,45940
ME,Maine,Legal Secretaries,37020
ME,Maine,Medical Secretaries,32960
ME,Maine,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",32630
ME,Maine,Computer Operators,47060
ME,Maine,Data Entry Keyers,28510
ME,Maine,Word Processors and Typists,35870
ME,Maine,Desktop Publishers,34620
ME,Maine,Insurance Claims and Policy Processing Clerks,38760
ME,Maine,"Mail Clerks and Mail Machine Operators, Except Postal Service",25110
ME,Maine,"Office Clerks, General",29600
ME,Maine,"Office Machine Operators, Except Computer",27990
ME,Maine,Proofreaders and Copy Markers,29030
ME,Maine,Statistical Assistants,42290
ME,Maine,"Office and Administrative Support Workers, All Other",36790
ME,Maine,"Farming, Fishing, and Forestry Occupations",33310
ME,Maine,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",42550
ME,Maine,Agricultural Inspectors,41640
ME,Maine,"Graders and Sorters, Agricultural Products",24410
ME,Maine,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",24820
ME,Maine,"Farmworkers, Farm, Ranch, and Aquacultural Animals",25560
ME,Maine,Logging Equipment Operators,35300
ME,Maine,Log Graders and Scalers,39370
ME,Maine,Construction and Extraction Occupations,39810
ME,Maine,First-Line Supervisors of Construction Trades and Extraction Workers,54520
ME,Maine,Brickmasons and Blockmasons,38970
ME,Maine,Stonemasons,44180
ME,Maine,Carpenters,38800
ME,Maine,Cement Masons and Concrete Finishers,33150
ME,Maine,Construction Laborers,29850
ME,Maine,"Paving, Surfacing, and Tamping Equipment Operators",34880
ME,Maine,Operating Engineers and Other Construction Equipment Operators,37850
ME,Maine,Drywall and Ceiling Tile Installers,40570
ME,Maine,Tapers,42530
ME,Maine,Electricians,47040
ME,Maine,Glaziers,35020
ME,Maine,"Insulation Workers, Floor, Ceiling, and Wall",38300
ME,Maine,"Insulation Workers, Mechanical",43240
ME,Maine,"Painters, Construction and Maintenance",41880
ME,Maine,Pipelayers,41350
ME,Maine,"Plumbers, Pipefitters, and Steamfitters",47590
ME,Maine,Roofers,34700
ME,Maine,Sheet Metal Workers,43540
ME,Maine,Structural Iron and Steel Workers,40630
ME,Maine,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",32940
ME,Maine,Helpers--Carpenters,28150
ME,Maine,Helpers--Electricians,32130
ME,Maine,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",32400
ME,Maine,Helpers--Roofers,22430
ME,Maine,"Helpers, Construction Trades, All Other",25740
ME,Maine,Construction and Building Inspectors,45810
ME,Maine,Elevator Installers and Repairers,99640
ME,Maine,Fence Erectors,28810
ME,Maine,Hazardous Materials Removal Workers,31530
ME,Maine,Highway Maintenance Workers,33200
ME,Maine,Rail-Track Laying and Maintenance Equipment Operators,42980
ME,Maine,Septic Tank Servicers and Sewer Pipe Cleaners,28870
ME,Maine,"Construction and Related Workers, All Other",30730
ME,Maine,"Earth Drillers, Except Oil and Gas",38480
ME,Maine,"Installation, Maintenance, and Repair Occupations",43270
ME,Maine,"First-Line Supervisors of Mechanics, Installers, and Repairers",59930
ME,Maine,"Computer, Automated Teller, and Office Machine Repairers",38780
ME,Maine,"Radio, Cellular, and Tower Equipment Installers and Repairers",36940
ME,Maine,"Telecommunications Equipment Installers and Repairers, Except Line Installers",50940
ME,Maine,"Electric Motor, Power Tool, and Related Repairers",42890
ME,Maine,"Electrical and Electronics Installers and Repairers, Transportation Equipment",41620
ME,Maine,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56050
ME,Maine,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",62250
ME,Maine,"Electronic Equipment Installers and Repairers, Motor Vehicles",33230
ME,Maine,Electronic Home Entertainment Equipment Installers and Repairers,38280
ME,Maine,Security and Fire Alarm Systems Installers,46990
ME,Maine,Aircraft Mechanics and Service Technicians,45900
ME,Maine,Automotive Body and Related Repairers,35230
ME,Maine,Automotive Glass Installers and Repairers,36190
ME,Maine,Automotive Service Technicians and Mechanics,36710
ME,Maine,Bus and Truck Mechanics and Diesel Engine Specialists,39950
ME,Maine,Farm Equipment Mechanics and Service Technicians,31810
ME,Maine,"Mobile Heavy Equipment Mechanics, Except Engines",43090
ME,Maine,Rail Car Repairers,49300
ME,Maine,Motorboat Mechanics and Service Technicians,37440
ME,Maine,Motorcycle Mechanics,32030
ME,Maine,Outdoor Power Equipment and Other Small Engine Mechanics,30510
ME,Maine,Bicycle Repairers,24180
ME,Maine,Recreational Vehicle Service Technicians,33160
ME,Maine,Tire Repairers and Changers,25380
ME,Maine,"Control and Valve Installers and Repairers, Except Mechanical Door",58470
ME,Maine,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",45270
ME,Maine,Home Appliance Repairers,41210
ME,Maine,Industrial Machinery Mechanics,50700
ME,Maine,"Maintenance Workers, Machinery",45920
ME,Maine,Millwrights,48940
ME,Maine,Electrical Power-Line Installers and Repairers,56790
ME,Maine,Telecommunications Line Installers and Repairers,48960
ME,Maine,Medical Equipment Repairers,55580
ME,Maine,"Precision Instrument and Equipment Repairers, All Other",51020
ME,Maine,"Maintenance and Repair Workers, General",38540
ME,Maine,"Coin, Vending, and Amusement Machine Servicers and Repairers",28720
ME,Maine,Locksmiths and Safe Repairers,43230
ME,Maine,Riggers,51030
ME,Maine,"Helpers--Installation, Maintenance, and Repair Workers",25900
ME,Maine,"Installation, Maintenance, and Repair Workers, All Other",41870
ME,Maine,Production Occupations,37250
ME,Maine,First-Line Supervisors of Production and Operating Workers,56350
ME,Maine,"Coil Winders, Tapers, and Finishers",32300
ME,Maine,Electrical and Electronic Equipment Assemblers,29970
ME,Maine,Electromechanical Equipment Assemblers,26790
ME,Maine,Structural Metal Fabricators and Fitters,*
ME,Maine,Fiberglass Laminators and Fabricators,33560
ME,Maine,Team Assemblers,31730
ME,Maine,"Assemblers and Fabricators, All Other",25780
ME,Maine,Bakers,24810
ME,Maine,Butchers and Meat Cutters,29890
ME,Maine,"Meat, Poultry, and Fish Cutters and Trimmers",22700
ME,Maine,Slaughterers and Meat Packers,23550
ME,Maine,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23920
ME,Maine,Food Batchmakers,29440
ME,Maine,Food Cooking Machine Operators and Tenders,28460
ME,Maine,"Food Processing Workers, All Other",22570
ME,Maine,"Computer-Controlled Machine Tool Operators, Metal and Plastic",44800
ME,Maine,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",49300
ME,Maine,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",29930
ME,Maine,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",29770
ME,Maine,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",49350
ME,Maine,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39330
ME,Maine,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39260
ME,Maine,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",44570
ME,Maine,Machinists,42550
ME,Maine,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",36120
ME,Maine,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",36900
ME,Maine,Tool and Die Makers,55110
ME,Maine,"Welders, Cutters, Solderers, and Brazers",46080
ME,Maine,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",42070
ME,Maine,"Layout Workers, Metal and Plastic",48320
ME,Maine,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",34210
ME,Maine,"Tool Grinders, Filers, and Sharpeners",37360
ME,Maine,"Metal Workers and Plastic Workers, All Other",44770
ME,Maine,Prepress Technicians and Workers,30390
ME,Maine,Printing Press Operators,31090
ME,Maine,Print Binding and Finishing Workers,29210
ME,Maine,Laundry and Dry-Cleaning Workers,22060
ME,Maine,"Pressers, Textile, Garment, and Related Materials",23350
ME,Maine,Sewing Machine Operators,26150
ME,Maine,Shoe and Leather Workers and Repairers,25600
ME,Maine,Textile Bleaching and Dyeing Machine Operators and Tenders,28040
ME,Maine,"Textile Cutting Machine Setters, Operators, and Tenders",30680
ME,Maine,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",27650
ME,Maine,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",27860
ME,Maine,"Textile, Apparel, and Furnishings Workers, All Other",35110
ME,Maine,Cabinetmakers and Bench Carpenters,36290
ME,Maine,Furniture Finishers,31200
ME,Maine,"Sawing Machine Setters, Operators, and Tenders, Wood",30890
ME,Maine,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29620
ME,Maine,"Woodworkers, All Other",32080
ME,Maine,Power Plant Operators,76020
ME,Maine,Stationary Engineers and Boiler Operators,46640
ME,Maine,Water and Wastewater Treatment Plant and System Operators,48120
ME,Maine,Chemical Plant and System Operators,57770
ME,Maine,"Plant and System Operators, All Other",37720
ME,Maine,Chemical Equipment Operators and Tenders,36880
ME,Maine,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51020
ME,Maine,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",40450
ME,Maine,"Grinding and Polishing Workers, Hand",34890
ME,Maine,"Mixing and Blending Machine Setters, Operators, and Tenders",44950
ME,Maine,"Cutters and Trimmers, Hand",31590
ME,Maine,"Cutting and Slicing Machine Setters, Operators, and Tenders",39620
ME,Maine,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",32980
ME,Maine,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",34730
ME,Maine,"Inspectors, Testers, Sorters, Samplers, and Weighers",43450
ME,Maine,Jewelers and Precious Stone and Metal Workers,30610
ME,Maine,Dental Laboratory Technicians,41920
ME,Maine,Ophthalmic Laboratory Technicians,29180
ME,Maine,Packaging and Filling Machine Operators and Tenders,30980
ME,Maine,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51350
ME,Maine,"Painters, Transportation Equipment",38260
ME,Maine,"Painting, Coating, and Decorating Workers",26230
ME,Maine,Semiconductor Processors,35210
ME,Maine,Adhesive Bonding Machine Operators and Tenders,27770
ME,Maine,Etchers and Engravers,30470
ME,Maine,"Molders, Shapers, and Casters, Except Metal and Plastic",27780
ME,Maine,"Paper Goods Machine Setters, Operators, and Tenders",*
ME,Maine,Tire Builders,27740
ME,Maine,Helpers--Production Workers,28160
ME,Maine,"Production Workers, All Other",34650
ME,Maine,Transportation and Material Moving Occupations,33200
ME,Maine,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",51140
ME,Maine,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,49320
ME,Maine,Commercial Pilots,59880
ME,Maine,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",28440
ME,Maine,"Bus Drivers, Transit and Intercity",32180
ME,Maine,"Bus Drivers, School or Special Client",32340
ME,Maine,Driver/Sales Workers,32590
ME,Maine,Heavy and Tractor-Trailer Truck Drivers,37720
ME,Maine,Light Truck or Delivery Services Drivers,33250
ME,Maine,Taxi Drivers and Chauffeurs,21760
ME,Maine,"Motor Vehicle Operators, All Other",23570
ME,Maine,Locomotive Engineers,56930
ME,Maine,Railroad Conductors and Yardmasters,52150
ME,Maine,Sailors and Marine Oilers,30130
ME,Maine,"Captains, Mates, and Pilots of Water Vessels",56620
ME,Maine,Ship Engineers,68960
ME,Maine,Parking Lot Attendants,26660
ME,Maine,Automotive and Watercraft Service Attendants,20050
ME,Maine,Transportation Inspectors,95480
ME,Maine,"Transportation Workers, All Other",28750
ME,Maine,Conveyor Operators and Tenders,32630
ME,Maine,Crane and Tower Operators,48710
ME,Maine,Excavating and Loading Machine and Dragline Operators,38010
ME,Maine,Industrial Truck and Tractor Operators,32230
ME,Maine,Cleaners of Vehicles and Equipment,24010
ME,Maine,"Laborers and Freight, Stock, and Material Movers, Hand",28470
ME,Maine,Machine Feeders and Offbearers,31100
ME,Maine,"Packers and Packagers, Hand",22270
ME,Maine,"Pump Operators, Except Wellhead Pumpers",44290
ME,Maine,Refuse and Recyclable Material Collectors,27390
ME,Maine,"Material Moving Workers, All Other",26520
MD,Maryland,All Occupations,53470
MD,Maryland,Management Occupations,121370
MD,Maryland,Chief Executives,182190
MD,Maryland,General and Operations Managers,129160
MD,Maryland,Legislators,38050
MD,Maryland,Advertising and Promotions Managers,115590
MD,Maryland,Marketing Managers,132290
MD,Maryland,Sales Managers,135580
MD,Maryland,Public Relations and Fundraising Managers,116110
MD,Maryland,Administrative Services Managers,102840
MD,Maryland,Computer and Information Systems Managers,141270
MD,Maryland,Financial Managers,135660
MD,Maryland,Industrial Production Managers,109000
MD,Maryland,Purchasing Managers,127690
MD,Maryland,"Transportation, Storage, and Distribution Managers",93030
MD,Maryland,Compensation and Benefits Managers,130340
MD,Maryland,Human Resources Managers,131270
MD,Maryland,Training and Development Managers,121250
MD,Maryland,Construction Managers,98950
MD,Maryland,"Education Administrators, Preschool and Childcare Center/Program",53280
MD,Maryland,"Education Administrators, Elementary and Secondary School",102830
MD,Maryland,"Education Administrators, Postsecondary",123060
MD,Maryland,"Education Administrators, All Other",90700
MD,Maryland,Architectural and Engineering Managers,142480
MD,Maryland,Food Service Managers,60480
MD,Maryland,Funeral Service Managers,87720
MD,Maryland,Lodging Managers,73820
MD,Maryland,Medical and Health Services Managers,107260
MD,Maryland,Natural Sciences Managers,132570
MD,Maryland,Postmasters and Mail Superintendents,68540
MD,Maryland,"Property, Real Estate, and Community Association Managers",92790
MD,Maryland,Social and Community Service Managers,74120
MD,Maryland,Emergency Management Directors,93970
MD,Maryland,"Managers, All Other",121160
MD,Maryland,Business and Financial Operations Occupations,78450
MD,Maryland,"Agents and Business Managers of Artists, Performers, and Athletes",56090
MD,Maryland,"Buyers and Purchasing Agents, Farm Products",60850
MD,Maryland,"Wholesale and Retail Buyers, Except Farm Products",60340
MD,Maryland,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",75370
MD,Maryland,"Claims Adjusters, Examiners, and Investigators",68930
MD,Maryland,"Insurance Appraisers, Auto Damage",68060
MD,Maryland,Compliance Officers,69810
MD,Maryland,Cost Estimators,71020
MD,Maryland,Human Resources Specialists,72040
MD,Maryland,Labor Relations Specialists,52360
MD,Maryland,Logisticians,87330
MD,Maryland,Management Analysts,98700
MD,Maryland,"Meeting, Convention, and Event Planners",56970
MD,Maryland,Fundraisers,56930
MD,Maryland,"Compensation, Benefits, and Job Analysis Specialists",65890
MD,Maryland,Training and Development Specialists,64260
MD,Maryland,Market Research Analysts and Marketing Specialists,66820
MD,Maryland,"Business Operations Specialists, All Other",83460
MD,Maryland,Accountants and Auditors,80360
MD,Maryland,Appraisers and Assessors of Real Estate,52290
MD,Maryland,Budget Analysts,83770
MD,Maryland,Credit Analysts,75300
MD,Maryland,Financial Analysts,87880
MD,Maryland,Personal Financial Advisors,106150
MD,Maryland,Insurance Underwriters,73950
MD,Maryland,Financial Examiners,86770
MD,Maryland,Credit Counselors,48550
MD,Maryland,Loan Officers,72710
MD,Maryland,"Tax Examiners and Collectors, and Revenue Agents",60740
MD,Maryland,Tax Preparers,44240
MD,Maryland,"Financial Specialists, All Other",68670
MD,Maryland,Computer and Mathematical Occupations,94670
MD,Maryland,Computer and Information Research Scientists,113380
MD,Maryland,Computer Systems Analysts,91990
MD,Maryland,Information Security Analysts,101010
MD,Maryland,Computer Programmers,*
MD,Maryland,"Software Developers, Applications",108300
MD,Maryland,"Software Developers, Systems Software",113570
MD,Maryland,Web Developers,75460
MD,Maryland,Database Administrators,88440
MD,Maryland,Network and Computer Systems Administrators,96500
MD,Maryland,Computer Network Architects,114530
MD,Maryland,Computer User Support Specialists,53260
MD,Maryland,Computer Network Support Specialists,69700
MD,Maryland,"Computer Occupations, All Other",102740
MD,Maryland,Actuaries,*
MD,Maryland,Mathematicians,125430
MD,Maryland,Operations Research Analysts,92190
MD,Maryland,Statisticians,98400
MD,Maryland,"Mathematical Science Occupations, All Other",47580
MD,Maryland,Architecture and Engineering Occupations,92470
MD,Maryland,"Architects, Except Landscape and Naval",82070
MD,Maryland,Landscape Architects,79050
MD,Maryland,Cartographers and Photogrammetrists,72580
MD,Maryland,Surveyors,65200
MD,Maryland,Aerospace Engineers,120460
MD,Maryland,Agricultural Engineers,71640
MD,Maryland,Biomedical Engineers,92620
MD,Maryland,Chemical Engineers,105450
MD,Maryland,Civil Engineers,86730
MD,Maryland,Computer Hardware Engineers,117730
MD,Maryland,Electrical Engineers,100750
MD,Maryland,"Electronics Engineers, Except Computer",109660
MD,Maryland,Environmental Engineers,89240
MD,Maryland,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",89800
MD,Maryland,Industrial Engineers,94190
MD,Maryland,Marine Engineers and Naval Architects,116830
MD,Maryland,Materials Engineers,105420
MD,Maryland,Mechanical Engineers,95800
MD,Maryland,Nuclear Engineers,127100
MD,Maryland,"Engineers, All Other",111950
MD,Maryland,Architectural and Civil Drafters,55590
MD,Maryland,Electrical and Electronics Drafters,65360
MD,Maryland,Mechanical Drafters,57070
MD,Maryland,"Drafters, All Other",51970
MD,Maryland,Aerospace Engineering and Operations Technicians,63100
MD,Maryland,Civil Engineering Technicians,50370
MD,Maryland,Electrical and Electronics Engineering Technicians,69270
MD,Maryland,Environmental Engineering Technicians,62110
MD,Maryland,Industrial Engineering Technicians,57280
MD,Maryland,Mechanical Engineering Technicians,62660
MD,Maryland,"Engineering Technicians, Except Drafters, All Other",78830
MD,Maryland,Surveying and Mapping Technicians,49750
MD,Maryland,"Life, Physical, and Social Science Occupations",83330
MD,Maryland,Animal Scientists,81860
MD,Maryland,Food Scientists and Technologists,75510
MD,Maryland,Soil and Plant Scientists,80430
MD,Maryland,Biochemists and Biophysicists,81030
MD,Maryland,Microbiologists,106470
MD,Maryland,Zoologists and Wildlife Biologists,93150
MD,Maryland,"Biological Scientists, All Other",94710
MD,Maryland,Conservation Scientists,71030
MD,Maryland,Foresters,61160
MD,Maryland,Epidemiologists,77010
MD,Maryland,"Medical Scientists, Except Epidemiologists",89370
MD,Maryland,"Life Scientists, All Other",96460
MD,Maryland,Astronomers,119600
MD,Maryland,Physicists,118190
MD,Maryland,Atmospheric and Space Scientists,96000
MD,Maryland,Chemists,107460
MD,Maryland,Materials Scientists,94670
MD,Maryland,"Environmental Scientists and Specialists, Including Health",74420
MD,Maryland,"Geoscientists, Except Hydrologists and Geographers",92130
MD,Maryland,Hydrologists,93140
MD,Maryland,"Physical Scientists, All Other",103610
MD,Maryland,Economists,111500
MD,Maryland,Survey Researchers,74670
MD,Maryland,"Clinical, Counseling, and School Psychologists",73840
MD,Maryland,"Psychologists, All Other",100710
MD,Maryland,Sociologists,88090
MD,Maryland,Urban and Regional Planners,65120
MD,Maryland,Anthropologists and Archeologists,60350
MD,Maryland,Geographers,89360
MD,Maryland,Historians,65210
MD,Maryland,Political Scientists,102830
MD,Maryland,"Social Scientists and Related Workers, All Other",90030
MD,Maryland,Agricultural and Food Science Technicians,44750
MD,Maryland,Biological Technicians,49080
MD,Maryland,Chemical Technicians,47120
MD,Maryland,Geological and Petroleum Technicians,64850
MD,Maryland,Social Science Research Assistants,52210
