ST,STATE,OCC_TITLE,A_MEAN
MT,Montana,Surgical Technologists,45720
MT,Montana,Veterinary Technologists and Technicians,30830
MT,Montana,Ophthalmic Medical Technicians,42020
MT,Montana,Licensed Practical and Licensed Vocational Nurses,40920
MT,Montana,Medical Records and Health Information Technicians,36320
MT,Montana,"Opticians, Dispensing",33190
MT,Montana,Orthotists and Prosthetists,49470
MT,Montana,Hearing Aid Specialists,66030
MT,Montana,"Health Technologists and Technicians, All Other",38590
MT,Montana,Occupational Health and Safety Specialists,63720
MT,Montana,Occupational Health and Safety Technicians,56870
MT,Montana,Athletic Trainers,41660
MT,Montana,"Healthcare Practitioners and Technical Workers, All Other",39840
MT,Montana,Healthcare Support Occupations,28560
MT,Montana,Home Health Aides,23900
MT,Montana,Psychiatric Aides,27260
MT,Montana,Nursing Assistants,25950
MT,Montana,Orderlies,24380
MT,Montana,Occupational Therapy Assistants,53330
MT,Montana,Physical Therapist Assistants,46840
MT,Montana,Physical Therapist Aides,31190
MT,Montana,Massage Therapists,39460
MT,Montana,Dental Assistants,34610
MT,Montana,Medical Assistants,31910
MT,Montana,Medical Equipment Preparers,32500
MT,Montana,Medical Transcriptionists,31870
MT,Montana,Pharmacy Aides,28840
MT,Montana,Veterinary Assistants and Laboratory Animal Caretakers,26910
MT,Montana,Phlebotomists,32580
MT,Montana,"Healthcare Support Workers, All Other",33440
MT,Montana,Protective Service Occupations,43120
MT,Montana,First-Line Supervisors of Correctional Officers,52110
MT,Montana,First-Line Supervisors of Police and Detectives,73100
MT,Montana,First-Line Supervisors of Fire Fighting and Prevention Workers,69690
MT,Montana,"First-Line Supervisors of Protective Service Workers, All Other",53540
MT,Montana,Firefighters,49310
MT,Montana,Correctional Officers and Jailers,37810
MT,Montana,Detectives and Criminal Investigators,77560
MT,Montana,Fish and Game Wardens,44530
MT,Montana,Parking Enforcement Workers,31140
MT,Montana,Police and Sheriff's Patrol Officers,52880
MT,Montana,Animal Control Workers,36180
MT,Montana,Private Detectives and Investigators,48500
MT,Montana,Gaming Surveillance Officers and Gaming Investigators,29510
MT,Montana,Security Guards,27150
MT,Montana,Crossing Guards,30590
MT,Montana,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",19900
MT,Montana,Transportation Security Screeners,38410
MT,Montana,"Protective Service Workers, All Other",32950
MT,Montana,Food Preparation and Serving Related Occupations,22420
MT,Montana,Chefs and Head Cooks,39860
MT,Montana,First-Line Supervisors of Food Preparation and Serving Workers,32650
MT,Montana,"Cooks, Fast Food",20660
MT,Montana,"Cooks, Institution and Cafeteria",26070
MT,Montana,"Cooks, Restaurant",24280
MT,Montana,"Cooks, Short Order",22080
MT,Montana,Food Preparation Workers,21590
MT,Montana,Bartenders,20600
MT,Montana,"Combined Food Preparation and Serving Workers, Including Fast Food",20440
MT,Montana,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",20050
MT,Montana,Waiters and Waitresses,21590
MT,Montana,"Food Servers, Nonrestaurant",21730
MT,Montana,Dining Room and Cafeteria Attendants and Bartender Helpers,20260
MT,Montana,Dishwashers,20000
MT,Montana,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19810
MT,Montana,"Food Preparation and Serving Related Workers, All Other",21070
MT,Montana,Building and Grounds Cleaning and Maintenance Occupations,27010
MT,Montana,First-Line Supervisors of Housekeeping and Janitorial Workers,36010
MT,Montana,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",42930
MT,Montana,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",27420
MT,Montana,Maids and Housekeeping Cleaners,23730
MT,Montana,Pest Control Workers,42310
MT,Montana,Landscaping and Groundskeeping Workers,27350
MT,Montana,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",30640
MT,Montana,Tree Trimmers and Pruners,50010
MT,Montana,"Grounds Maintenance Workers, All Other",32180
MT,Montana,Personal Care and Service Occupations,24880
MT,Montana,Gaming Supervisors,26870
MT,Montana,First-Line Supervisors of Personal Service Workers,33830
MT,Montana,Animal Trainers,25630
MT,Montana,Nonfarm Animal Caretakers,23070
MT,Montana,Gaming Dealers,18490
MT,Montana,Gaming and Sports Book Writers and Runners,20390
MT,Montana,Motion Picture Projectionists,23770
MT,Montana,"Ushers, Lobby Attendants, and Ticket Takers",19050
MT,Montana,Amusement and Recreation Attendants,21710
MT,Montana,"Locker Room, Coatroom, and Dressing Room Attendants",23570
MT,Montana,Funeral Attendants,28920
MT,Montana,"Morticians, Undertakers, and Funeral Directors",48470
MT,Montana,"Hairdressers, Hairstylists, and Cosmetologists",26840
MT,Montana,Manicurists and Pedicurists,28940
MT,Montana,Skincare Specialists,34250
MT,Montana,Baggage Porters and Bellhops,21800
MT,Montana,Concierges,26270
MT,Montana,Tour Guides and Escorts,28210
MT,Montana,Travel Guides,26620
MT,Montana,Childcare Workers,20760
MT,Montana,Personal Care Aides,22730
MT,Montana,Fitness Trainers and Aerobics Instructors,34690
MT,Montana,Recreation Workers,26250
MT,Montana,Residential Advisors,28630
MT,Montana,"Personal Care and Service Workers, All Other",30100
MT,Montana,Sales and Related Occupations,34430
MT,Montana,First-Line Supervisors of Retail Sales Workers,42860
MT,Montana,First-Line Supervisors of Non-Retail Sales Workers,70240
MT,Montana,Cashiers,22070
MT,Montana,Counter and Rental Clerks,28340
MT,Montana,Parts Salespersons,32420
MT,Montana,Retail Salespersons,27810
MT,Montana,Advertising Sales Agents,44380
MT,Montana,Insurance Sales Agents,56910
MT,Montana,"Securities, Commodities, and Financial Services Sales Agents",82680
MT,Montana,Travel Agents,39620
MT,Montana,"Sales Representatives, Services, All Other",51480
MT,Montana,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",65100
MT,Montana,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",57220
MT,Montana,Demonstrators and Product Promoters,21880
MT,Montana,Real Estate Brokers,45520
MT,Montana,Real Estate Sales Agents,45560
MT,Montana,Sales Engineers,89070
MT,Montana,Telemarketers,28600
MT,Montana,"Sales and Related Workers, All Other",38280
MT,Montana,Office and Administrative Support Occupations,33330
MT,Montana,First-Line Supervisors of Office and Administrative Support Workers,51450
MT,Montana,"Switchboard Operators, Including Answering Service",26030
MT,Montana,Bill and Account Collectors,32960
MT,Montana,Billing and Posting Clerks,34060
MT,Montana,"Bookkeeping, Accounting, and Auditing Clerks",35170
MT,Montana,Payroll and Timekeeping Clerks,40320
MT,Montana,Procurement Clerks,38120
MT,Montana,Tellers,26410
MT,Montana,Brokerage Clerks,44410
MT,Montana,"Court, Municipal, and License Clerks",32230
MT,Montana,Customer Service Representatives,32570
MT,Montana,"Eligibility Interviewers, Government Programs",36760
MT,Montana,File Clerks,26890
MT,Montana,"Hotel, Motel, and Resort Desk Clerks",22470
MT,Montana,"Interviewers, Except Eligibility and Loan",32590
MT,Montana,"Library Assistants, Clerical",25910
MT,Montana,Loan Interviewers and Clerks,35010
MT,Montana,New Accounts Clerks,33660
MT,Montana,Order Clerks,30910
MT,Montana,"Human Resources Assistants, Except Payroll and Timekeeping",36070
MT,Montana,Receptionists and Information Clerks,28170
MT,Montana,Reservation and Transportation Ticket Agents and Travel Clerks,30670
MT,Montana,"Information and Record Clerks, All Other",36310
MT,Montana,Cargo and Freight Agents,39470
MT,Montana,Couriers and Messengers,36220
MT,Montana,"Police, Fire, and Ambulance Dispatchers",35920
MT,Montana,"Dispatchers, Except Police, Fire, and Ambulance",40460
MT,Montana,"Meter Readers, Utilities",48470
MT,Montana,Postal Service Clerks,42390
MT,Montana,Postal Service Mail Carriers,48870
MT,Montana,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",46530
MT,Montana,"Production, Planning, and Expediting Clerks",44840
MT,Montana,"Shipping, Receiving, and Traffic Clerks",31620
MT,Montana,Stock Clerks and Order Fillers,25980
MT,Montana,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",29520
MT,Montana,Executive Secretaries and Executive Administrative Assistants,50540
MT,Montana,Legal Secretaries,32970
MT,Montana,Medical Secretaries,31890
MT,Montana,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",32080
MT,Montana,Computer Operators,38330
MT,Montana,Data Entry Keyers,27660
MT,Montana,Word Processors and Typists,31910
MT,Montana,Insurance Claims and Policy Processing Clerks,41240
MT,Montana,"Mail Clerks and Mail Machine Operators, Except Postal Service",24270
MT,Montana,"Office Clerks, General",30630
MT,Montana,"Office Machine Operators, Except Computer",28110
MT,Montana,Proofreaders and Copy Markers,40910
MT,Montana,Statistical Assistants,56500
MT,Montana,"Office and Administrative Support Workers, All Other",36670
MT,Montana,"Farming, Fishing, and Forestry Occupations",31920
MT,Montana,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",36040
MT,Montana,Agricultural Inspectors,38770
MT,Montana,"Graders and Sorters, Agricultural Products",27250
MT,Montana,Agricultural Equipment Operators,35380
MT,Montana,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",25460
MT,Montana,"Farmworkers, Farm, Ranch, and Aquacultural Animals",27210
MT,Montana,"Agricultural Workers, All Other",35040
MT,Montana,Forest and Conservation Workers,29460
MT,Montana,Logging Equipment Operators,43080
MT,Montana,Construction and Extraction Occupations,47190
MT,Montana,First-Line Supervisors of Construction Trades and Extraction Workers,62790
MT,Montana,Boilermakers,58160
MT,Montana,Brickmasons and Blockmasons,51070
MT,Montana,Stonemasons,47320
MT,Montana,Carpenters,40360
MT,Montana,Carpet Installers,23030
MT,Montana,Tile and Marble Setters,33110
MT,Montana,Cement Masons and Concrete Finishers,47140
MT,Montana,Construction Laborers,37570
MT,Montana,"Paving, Surfacing, and Tamping Equipment Operators",44800
MT,Montana,Operating Engineers and Other Construction Equipment Operators,48810
MT,Montana,Drywall and Ceiling Tile Installers,34560
MT,Montana,Electricians,61580
MT,Montana,Glaziers,39320
MT,Montana,"Insulation Workers, Floor, Ceiling, and Wall",30150
MT,Montana,"Insulation Workers, Mechanical",52060
MT,Montana,"Painters, Construction and Maintenance",36010
MT,Montana,Pipelayers,51380
MT,Montana,"Plumbers, Pipefitters, and Steamfitters",58440
MT,Montana,Plasterers and Stucco Masons,41270
MT,Montana,Roofers,34260
MT,Montana,Sheet Metal Workers,49440
MT,Montana,Structural Iron and Steel Workers,46780
MT,Montana,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",31070
MT,Montana,Helpers--Carpenters,33690
MT,Montana,Helpers--Electricians,34280
MT,Montana,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",33710
MT,Montana,Construction and Building Inspectors,44190
MT,Montana,Fence Erectors,31690
MT,Montana,Hazardous Materials Removal Workers,45340
MT,Montana,Highway Maintenance Workers,43670
MT,Montana,Rail-Track Laying and Maintenance Equipment Operators,50940
MT,Montana,Septic Tank Servicers and Sewer Pipe Cleaners,35490
MT,Montana,"Construction and Related Workers, All Other",32180
MT,Montana,"Rotary Drill Operators, Oil and Gas",63120
MT,Montana,"Service Unit Operators, Oil, Gas, and Mining",59350
MT,Montana,"Earth Drillers, Except Oil and Gas",51070
MT,Montana,"Rock Splitters, Quarry",30530
MT,Montana,"Roustabouts, Oil and Gas",47180
MT,Montana,Helpers--Extraction Workers,39300
MT,Montana,"Installation, Maintenance, and Repair Occupations",44180
MT,Montana,"First-Line Supervisors of Mechanics, Installers, and Repairers",61720
MT,Montana,"Computer, Automated Teller, and Office Machine Repairers",37030
MT,Montana,"Telecommunications Equipment Installers and Repairers, Except Line Installers",54790
MT,Montana,"Electric Motor, Power Tool, and Related Repairers",34670
MT,Montana,"Electrical and Electronics Installers and Repairers, Transportation Equipment",71970
MT,Montana,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",65450
MT,Montana,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83600
MT,Montana,Electronic Home Entertainment Equipment Installers and Repairers,29980
MT,Montana,Security and Fire Alarm Systems Installers,42700
MT,Montana,Aircraft Mechanics and Service Technicians,50960
MT,Montana,Automotive Body and Related Repairers,42080
MT,Montana,Automotive Glass Installers and Repairers,32140
MT,Montana,Automotive Service Technicians and Mechanics,37620
MT,Montana,Bus and Truck Mechanics and Diesel Engine Specialists,43600
MT,Montana,Farm Equipment Mechanics and Service Technicians,43280
MT,Montana,"Mobile Heavy Equipment Mechanics, Except Engines",51780
MT,Montana,Rail Car Repairers,56270
MT,Montana,Motorboat Mechanics and Service Technicians,35820
MT,Montana,Motorcycle Mechanics,35110
MT,Montana,Outdoor Power Equipment and Other Small Engine Mechanics,39530
MT,Montana,Bicycle Repairers,24530
MT,Montana,Recreational Vehicle Service Technicians,32490
MT,Montana,Tire Repairers and Changers,28840
MT,Montana,Mechanical Door Repairers,36760
MT,Montana,"Control and Valve Installers and Repairers, Except Mechanical Door",58760
MT,Montana,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",47880
MT,Montana,Home Appliance Repairers,31720
MT,Montana,Industrial Machinery Mechanics,55280
MT,Montana,"Maintenance Workers, Machinery",44380
MT,Montana,Millwrights,44610
MT,Montana,Electrical Power-Line Installers and Repairers,79220
MT,Montana,Telecommunications Line Installers and Repairers,46480
MT,Montana,Medical Equipment Repairers,56840
MT,Montana,"Maintenance and Repair Workers, General",35540
MT,Montana,"Coin, Vending, and Amusement Machine Servicers and Repairers",34530
MT,Montana,Locksmiths and Safe Repairers,37020
MT,Montana,Manufactured Building and Mobile Home Installers,33810
MT,Montana,"Helpers--Installation, Maintenance, and Repair Workers",30180
MT,Montana,"Installation, Maintenance, and Repair Workers, All Other",39880
MT,Montana,Production Occupations,38330
MT,Montana,First-Line Supervisors of Production and Operating Workers,59740
MT,Montana,Electrical and Electronic Equipment Assemblers,33930
MT,Montana,Team Assemblers,29840
MT,Montana,"Assemblers and Fabricators, All Other",29690
MT,Montana,Bakers,26270
MT,Montana,Butchers and Meat Cutters,32390
MT,Montana,"Meat, Poultry, and Fish Cutters and Trimmers",27750
MT,Montana,Slaughterers and Meat Packers,28760
MT,Montana,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",34270
MT,Montana,Food Batchmakers,27230
MT,Montana,"Computer-Controlled Machine Tool Operators, Metal and Plastic",40160
MT,Montana,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",35330
MT,Montana,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",27740
MT,Montana,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",31590
MT,Montana,Machinists,43240
MT,Montana,Foundry Mold and Coremakers,27610
MT,Montana,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",29790
MT,Montana,"Welders, Cutters, Solderers, and Brazers",41230
MT,Montana,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",30380
MT,Montana,"Tool Grinders, Filers, and Sharpeners",35020
MT,Montana,"Metal Workers and Plastic Workers, All Other",48510
MT,Montana,Prepress Technicians and Workers,30440
MT,Montana,Printing Press Operators,33900
MT,Montana,Print Binding and Finishing Workers,27480
MT,Montana,Laundry and Dry-Cleaning Workers,23180
MT,Montana,"Pressers, Textile, Garment, and Related Materials",23720
MT,Montana,Sewing Machine Operators,25790
MT,Montana,Shoe and Leather Workers and Repairers,28160
MT,Montana,"Tailors, Dressmakers, and Custom Sewers",24570
MT,Montana,Upholsterers,28260
MT,Montana,Cabinetmakers and Bench Carpenters,33920
MT,Montana,"Sawing Machine Setters, Operators, and Tenders, Wood",34590
MT,Montana,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",34970
MT,Montana,"Woodworkers, All Other",42750
MT,Montana,Power Distributors and Dispatchers,84450
MT,Montana,Power Plant Operators,79070
MT,Montana,Stationary Engineers and Boiler Operators,50350
MT,Montana,Water and Wastewater Treatment Plant and System Operators,44620
MT,Montana,Gas Plant Operators,67830
MT,Montana,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",63940
MT,Montana,"Plant and System Operators, All Other",59550
MT,Montana,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",39850
MT,Montana,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",39680
MT,Montana,"Mixing and Blending Machine Setters, Operators, and Tenders",34890
MT,Montana,"Cutting and Slicing Machine Setters, Operators, and Tenders",33520
MT,Montana,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",33790
MT,Montana,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",45050
MT,Montana,"Inspectors, Testers, Sorters, Samplers, and Weighers",43630
MT,Montana,Jewelers and Precious Stone and Metal Workers,31250
MT,Montana,Dental Laboratory Technicians,44700
MT,Montana,Ophthalmic Laboratory Technicians,30600
MT,Montana,Packaging and Filling Machine Operators and Tenders,27050
MT,Montana,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",33840
MT,Montana,"Painters, Transportation Equipment",41830
MT,Montana,Photographic Process Workers and Processing Machine Operators,23490
MT,Montana,"Molders, Shapers, and Casters, Except Metal and Plastic",37360
MT,Montana,Helpers--Production Workers,25660
MT,Montana,"Production Workers, All Other",32300
MT,Montana,Transportation and Material Moving Occupations,37490
MT,Montana,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",50760
MT,Montana,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,63050
MT,Montana,"Airline Pilots, Copilots, and Flight Engineers",69070
MT,Montana,Commercial Pilots,69810
MT,Montana,Air Traffic Controllers,72430
MT,Montana,Airfield Operations Specialists,30010
MT,Montana,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",25530
MT,Montana,"Bus Drivers, Transit and Intercity",36090
MT,Montana,"Bus Drivers, School or Special Client",31210
MT,Montana,Driver/Sales Workers,28320
MT,Montana,Heavy and Tractor-Trailer Truck Drivers,44700
MT,Montana,Light Truck or Delivery Services Drivers,32940
MT,Montana,Taxi Drivers and Chauffeurs,23110
MT,Montana,"Motor Vehicle Operators, All Other",28260
MT,Montana,Locomotive Engineers,59290
MT,Montana,Railroad Conductors and Yardmasters,58330
MT,Montana,Parking Lot Attendants,21190
MT,Montana,Automotive and Watercraft Service Attendants,36920
MT,Montana,Transportation Inspectors,66000
MT,Montana,"Transportation Workers, All Other",30890
MT,Montana,Conveyor Operators and Tenders,39300
MT,Montana,Crane and Tower Operators,60660
MT,Montana,Excavating and Loading Machine and Dragline Operators,44390
MT,Montana,Industrial Truck and Tractor Operators,34260
MT,Montana,Cleaners of Vehicles and Equipment,24910
MT,Montana,"Laborers and Freight, Stock, and Material Movers, Hand",29390
MT,Montana,Machine Feeders and Offbearers,32440
MT,Montana,"Packers and Packagers, Hand",23880
MT,Montana,Gas Compressor and Gas Pumping Station Operators,61790
MT,Montana,"Pump Operators, Except Wellhead Pumpers",57230
MT,Montana,Wellhead Pumpers,46500
MT,Montana,Refuse and Recyclable Material Collectors,37660
NE,Nebraska,All Occupations,44170
NE,Nebraska,Management Occupations,99940
NE,Nebraska,Chief Executives,218010
NE,Nebraska,General and Operations Managers,101800
NE,Nebraska,Legislators,26980
NE,Nebraska,Advertising and Promotions Managers,83640
NE,Nebraska,Marketing Managers,104330
NE,Nebraska,Sales Managers,106450
NE,Nebraska,Public Relations and Fundraising Managers,94540
NE,Nebraska,Administrative Services Managers,90320
NE,Nebraska,Computer and Information Systems Managers,118770
NE,Nebraska,Financial Managers,134470
NE,Nebraska,Industrial Production Managers,89730
NE,Nebraska,Purchasing Managers,106680
NE,Nebraska,"Transportation, Storage, and Distribution Managers",91060
NE,Nebraska,Compensation and Benefits Managers,108940
NE,Nebraska,Human Resources Managers,110210
NE,Nebraska,Training and Development Managers,96160
NE,Nebraska,Construction Managers,96270
NE,Nebraska,"Education Administrators, Preschool and Childcare Center/Program",63930
NE,Nebraska,"Education Administrators, Elementary and Secondary School",94190
NE,Nebraska,"Education Administrators, Postsecondary",100070
NE,Nebraska,"Education Administrators, All Other",79130
NE,Nebraska,Architectural and Engineering Managers,123910
NE,Nebraska,Food Service Managers,48500
NE,Nebraska,Funeral Service Managers,62120
NE,Nebraska,Lodging Managers,68720
NE,Nebraska,Medical and Health Services Managers,100220
NE,Nebraska,Natural Sciences Managers,97610
NE,Nebraska,Postmasters and Mail Superintendents,67630
NE,Nebraska,"Property, Real Estate, and Community Association Managers",60520
NE,Nebraska,Social and Community Service Managers,61140
NE,Nebraska,Emergency Management Directors,53940
NE,Nebraska,"Managers, All Other",102590
NE,Nebraska,Business and Financial Operations Occupations,65430
NE,Nebraska,"Buyers and Purchasing Agents, Farm Products",67570
NE,Nebraska,"Wholesale and Retail Buyers, Except Farm Products",55530
NE,Nebraska,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",60290
NE,Nebraska,"Claims Adjusters, Examiners, and Investigators",58390
NE,Nebraska,Compliance Officers,64880
NE,Nebraska,Cost Estimators,58070
NE,Nebraska,Human Resources Specialists,58090
NE,Nebraska,Labor Relations Specialists,48200
NE,Nebraska,Logisticians,69840
NE,Nebraska,Management Analysts,80330
NE,Nebraska,"Meeting, Convention, and Event Planners",42630
NE,Nebraska,Fundraisers,61200
NE,Nebraska,"Compensation, Benefits, and Job Analysis Specialists",62680
NE,Nebraska,Training and Development Specialists,55370
NE,Nebraska,Market Research Analysts and Marketing Specialists,58420
NE,Nebraska,"Business Operations Specialists, All Other",74650
NE,Nebraska,Accountants and Auditors,66730
NE,Nebraska,Appraisers and Assessors of Real Estate,51980
NE,Nebraska,Budget Analysts,61080
NE,Nebraska,Credit Analysts,69960
NE,Nebraska,Financial Analysts,73420
NE,Nebraska,Personal Financial Advisors,109110
NE,Nebraska,Insurance Underwriters,61270
NE,Nebraska,Financial Examiners,88760
NE,Nebraska,Loan Officers,77980
NE,Nebraska,"Tax Examiners and Collectors, and Revenue Agents",56650
NE,Nebraska,Tax Preparers,41980
NE,Nebraska,"Financial Specialists, All Other",67350
NE,Nebraska,Computer and Mathematical Occupations,73570
NE,Nebraska,Computer and Information Research Scientists,84850
NE,Nebraska,Computer Systems Analysts,75930
NE,Nebraska,Information Security Analysts,73690
NE,Nebraska,Computer Programmers,75600
NE,Nebraska,"Software Developers, Applications",87090
NE,Nebraska,"Software Developers, Systems Software",85280
NE,Nebraska,Web Developers,59810
NE,Nebraska,Database Administrators,80690
NE,Nebraska,Network and Computer Systems Administrators,73940
NE,Nebraska,Computer Network Architects,89200
NE,Nebraska,Computer User Support Specialists,46840
NE,Nebraska,Computer Network Support Specialists,56410
NE,Nebraska,"Computer Occupations, All Other",76740
NE,Nebraska,Actuaries,94140
NE,Nebraska,Operations Research Analysts,72690
NE,Nebraska,Statisticians,63250
NE,Nebraska,Architecture and Engineering Occupations,70640
NE,Nebraska,"Architects, Except Landscape and Naval",76680
NE,Nebraska,Landscape Architects,59110
NE,Nebraska,Cartographers and Photogrammetrists,61600
NE,Nebraska,Surveyors,53710
NE,Nebraska,Aerospace Engineers,102970
NE,Nebraska,Agricultural Engineers,88350
NE,Nebraska,Biomedical Engineers,80380
NE,Nebraska,Chemical Engineers,82780
NE,Nebraska,Civil Engineers,81670
NE,Nebraska,Computer Hardware Engineers,81920
NE,Nebraska,Electrical Engineers,87760
NE,Nebraska,"Electronics Engineers, Except Computer",83350
NE,Nebraska,Environmental Engineers,82550
NE,Nebraska,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",76190
NE,Nebraska,Industrial Engineers,84590
NE,Nebraska,Materials Engineers,76300
NE,Nebraska,Mechanical Engineers,78800
NE,Nebraska,Nuclear Engineers,98840
NE,Nebraska,"Engineers, All Other",78360
NE,Nebraska,Architectural and Civil Drafters,46490
NE,Nebraska,Electrical and Electronics Drafters,52620
NE,Nebraska,Mechanical Drafters,47980
NE,Nebraska,"Drafters, All Other",40690
NE,Nebraska,Civil Engineering Technicians,49280
NE,Nebraska,Electrical and Electronics Engineering Technicians,56550
NE,Nebraska,Electro-Mechanical Technicians,48660
NE,Nebraska,Environmental Engineering Technicians,42840
NE,Nebraska,Industrial Engineering Technicians,52990
NE,Nebraska,Mechanical Engineering Technicians,55610
NE,Nebraska,"Engineering Technicians, Except Drafters, All Other",58600
NE,Nebraska,Surveying and Mapping Technicians,40770
NE,Nebraska,"Life, Physical, and Social Science Occupations",61660
NE,Nebraska,Animal Scientists,116480
NE,Nebraska,Food Scientists and Technologists,70480
NE,Nebraska,Soil and Plant Scientists,66700
NE,Nebraska,Biochemists and Biophysicists,69580
NE,Nebraska,Microbiologists,70770
NE,Nebraska,"Biological Scientists, All Other",71110
NE,Nebraska,Conservation Scientists,59530
NE,Nebraska,Foresters,62980
NE,Nebraska,"Medical Scientists, Except Epidemiologists",51830
NE,Nebraska,Atmospheric and Space Scientists,86710
NE,Nebraska,Chemists,70300
NE,Nebraska,"Environmental Scientists and Specialists, Including Health",57760
NE,Nebraska,"Geoscientists, Except Hydrologists and Geographers",78030
NE,Nebraska,Hydrologists,57230
NE,Nebraska,"Physical Scientists, All Other",111570
NE,Nebraska,Economists,81220
NE,Nebraska,Survey Researchers,40100
NE,Nebraska,"Clinical, Counseling, and School Psychologists",71310
NE,Nebraska,Urban and Regional Planners,68890
NE,Nebraska,"Social Scientists and Related Workers, All Other",75760
NE,Nebraska,Agricultural and Food Science Technicians,42300
NE,Nebraska,Biological Technicians,40120
NE,Nebraska,Chemical Technicians,50060
NE,Nebraska,Social Science Research Assistants,46550
NE,Nebraska,"Environmental Science and Protection Technicians, Including Health",50260
NE,Nebraska,Forensic Science Technicians,54900
NE,Nebraska,Forest and Conservation Technicians,38100
NE,Nebraska,"Life, Physical, and Social Science Technicians, All Other",56730
NE,Nebraska,Community and Social Service Occupations,40050
NE,Nebraska,Substance Abuse and Behavioral Disorder Counselors,41240
NE,Nebraska,"Educational, Guidance, School, and Vocational Counselors",57780
NE,Nebraska,Marriage and Family Therapists,55800
NE,Nebraska,Mental Health Counselors,49540
NE,Nebraska,Rehabilitation Counselors,39440
NE,Nebraska,"Child, Family, and School Social Workers",41190
NE,Nebraska,Healthcare Social Workers,45040
NE,Nebraska,Mental Health and Substance Abuse Social Workers,36620
NE,Nebraska,"Social Workers, All Other",61210
NE,Nebraska,Health Educators,46280
NE,Nebraska,Probation Officers and Correctional Treatment Specialists,40680
NE,Nebraska,Social and Human Service Assistants,26320
NE,Nebraska,Community Health Workers,32250
NE,Nebraska,"Community and Social Service Specialists, All Other",42080
NE,Nebraska,Clergy,46110
NE,Nebraska,"Directors, Religious Activities and Education",52430
NE,Nebraska,Legal Occupations,83690
NE,Nebraska,Lawyers,107590
NE,Nebraska,Judicial Law Clerks,*
NE,Nebraska,"Administrative Law Judges, Adjudicators, and Hearing Officers",*
NE,Nebraska,"Arbitrators, Mediators, and Conciliators",66640
NE,Nebraska,Paralegals and Legal Assistants,46100
NE,Nebraska,Court Reporters,48260
NE,Nebraska,"Title Examiners, Abstractors, and Searchers",37800
NE,Nebraska,"Legal Support Workers, All Other",48830
NE,Nebraska,"Education, Training, and Library Occupations",49910
NE,Nebraska,"Business Teachers, Postsecondary",81810
NE,Nebraska,"Computer Science Teachers, Postsecondary",87380
NE,Nebraska,"Mathematical Science Teachers, Postsecondary",72760
NE,Nebraska,"Engineering Teachers, Postsecondary",98790
NE,Nebraska,"Agricultural Sciences Teachers, Postsecondary",95300
NE,Nebraska,"Biological Science Teachers, Postsecondary",85680
NE,Nebraska,"Chemistry Teachers, Postsecondary",74660
NE,Nebraska,"Physics Teachers, Postsecondary",76500
NE,Nebraska,"Political Science Teachers, Postsecondary",67950
NE,Nebraska,"Psychology Teachers, Postsecondary",85690
NE,Nebraska,"Sociology Teachers, Postsecondary",72300
NE,Nebraska,"Social Sciences Teachers, Postsecondary, All Other",66830
NE,Nebraska,"Health Specialties Teachers, Postsecondary",97190
